method,split,MAE,RMSE,MSE,R2,pct_within_6mo,pct_within_12mo,PICP_90,PICP_95,MPIW_90,MPIW_95,n,samples,checkpoint,std_scale,calibrated,timestamp
bnn,calib,10.572050034376012,13.475141012394989,181.57942530392947,0.8980712073536449,35.9023152553124,63.526799873136696,0.9974627339042182,0.9987313669521091,115.47063967403915,137.58203876055728,3153,30,best_bnn_full100ep_seed42_ep87_score61.1617.pth,1.0,0,20260624_221815
