method,split,MAE,RMSE,MSE,R2,pct_within_6mo,pct_within_12mo,PICP_90,PICP_95,MPIW_90,MPIW_95,n,samples,checkpoint,std_scale,calibrated,timestamp
bnn,calib,81.6492038392488,92.1227884940226,8486.608159914424,-3.763919270891443,2.8544243577545196,5.233111322549953,0.9857278782112274,0.9968284173802727,401.04600280697747,477.84204589767523,3153,30,best_bnn_seed42_quicktest_ep02_score279.0595.pth,1.0,0,20260624_151619
